,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills,days,"(12995.0, 43440.0]","(43440.0, 73885.0]","(73885.0, 104330.0]","(104330.0, 134775.0]","(134775.0, 165220.0]","(165220.0, 195665.0]","(195665.0, 226110.0]","(226110.0, 256555.0]","(256555.0, 287000.0]","(18500.0, 61555.556]","(61555.556, 104611.111]","(104611.111, 147666.667]","(147666.667, 190722.222]","(190722.222, 233777.778]","(233777.778, 276833.333]","(276833.333, 319888.889]","(319888.889, 362944.444]","(362944.444, 406000.0]",Екатеринбург,Краснодар,Новосибирск,Самара,Челябинск,Более 6 лет,Нет опыта,От 1 года до 3 лет,От 3 до 6 лет,Вахтовый метод,Гибкий график,Полный день,Сменный график,Удаленная работа,Полная занятость,Проектная работа,Стажировка,Частичная занятость,Без ключевых навыков,Python,Django Framework,Redis,PostgreSQL,HTML,MySQL,Другое
747,747,python,Челябинск,70000.0,50000.0,ЛАНИТ,2019-10-04T14:41:02+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Сфера деятельности компании ЛАНИТ-Урал - оказание комплексных услуг в области системной и сетевой интеграции, управления проектами, реализации проектов любой сложности в государственном, банковском, страховом, образовательном, финансовом секторах, а также на предприятиях металлургической, машиностроительной, атомной, нефтегазовой, энергетической и других отраслей промышленности. Компания «ЛАНИТ-Урал» является разработчиком уникальной комплексной методологии по реализации проектов перевода АРМ работающих под управлением ОС Windows на ОС семейства Linux – КИПАРИС . Разработка технических решений и их апробирование происходит на базе Опытно-Демонстрационного Центра с применением современных программно-аппаратных комплексов отечественных производителей. Требования: Опыт программирования на python, django, git; Опыт работы с операционными системами семейства Linux; Практический опыт внедрения и/или поддержки решений; Способность разбираться в чужом коде; Умение добиваться результатов в согласованные сроки; Умение работать самостоятельно и в команде проекта. Обязанности: Разработка скриптов для автоматизации процессов перевода АРМ с ОС Windows на ОС Linux; Участие в проектах по массовому переводу АРМ под управлением ОС Windows на ОС Linux; Участие в разработке технических решений по автоматизации процедур миграции. Условия: Стабильная, «белая» заработная плата; Социальный пакет (медицинская страховка, корпоративные скидки на посещение фитнес-центра); Компания проводит обучение и сертификацию сотрудников, ежемесячно проводит тренинги личностного и профессионального роста; График работы пятидневный с 9:00 до 18:00; Возможность профессионального роста; На территории офиса расположена оборудованная кухня, чай, кофе за счет компании; Территориально: IT-Park, ул. Молодогвардейцев, Работа с передовым оборудованием, расположенным в Опытно-Демонстрационном Центре; Возможны командировки."," Опыт программирования на python, django, git; Опыт работы с операционными системами семейства Linux; Практический опыт внедрения и/или поддержки решений; Способность разбираться в чужом коде; Умение добиваться результатов в согласованные сроки; Умение работать самостоятельно и в команде проекта. Обязанности: Разработка скриптов для автоматизации процессов перевода АРМ с ОС Windows на ОС Linux; Участие в проектах по массовому переводу АРМ под управлением ОС Windows на ОС Linux; Участие в разработке технических решений по автоматизации процедур миграции. ",Без обязанностей," Стабильная, «белая» заработная плата; Социальный пакет (медицинская страховка, корпоративные скидки на посещение фитнес-центра); Компания проводит обучение и сертификацию сотрудников, ежемесячно проводит тренинги личностного и профессионального роста; График работы пятидневный с 9:00 до 18:00; Возможность профессионального роста; На территории офиса расположена оборудованная кухня, чай, кофе за счет компании; Территориально: IT-Park, ул. Молодогвардейцев, Работа с передовым оборудованием, расположенным в Опытно-Демонстрационном Центре; Возможны командировки.",Linux|Python|Git,0.5666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
851,851,python,Екатеринбург,70000.0,110000.0,Очень Интересно,2019-10-16T17:34:29+0300,От 3 до 6 лет,Полный день,Полная занятость,"Ищем разработчика веб-приложений на Python. Про нас: У нас работают и общаются талантливые разработчики, опытные архитекторы и проектировщики, рациональные менеджеры, дизайнеры, инженеры, тестировщики, использующие современные технологии в создаваемых с нуля проектах. Мы решаем нетривиальные задачи, которые позже переезжают жить на Amazon AWS / Azure / Google Apps при помощи нашей блистательной DevOps-команды. Мы живем в разных странах, городах и часовых поясах, но совместно работаем над VR (Virtual Reality), AR (Augmented Reality), IoT (Internet of Things), веб-проектами и мобильными приложениями, Unity Gaming, Enterprise бизнес-приложениями. Мы профессионально говорим на разных языках - русском, английском, немецком, китайском, вьетнамском, фарси и ”в совершенстве” на Python, С#, PHP, Objective-C, JavaScript (React, Vue.js, Angular), Java, Swift. Мы находимся на трех континентах (Европа, Азия, Америка) и постоянно путешествуем между ними, по работе и просто так. Особое внимание мы уделяем таким вещам как, возможность самореализации и взаимодействия в команде. Важно, чтобы работа приносила удовольствие! Про вас: Отлично понимаете Python3, Python Internals, структуры и алгоритмы, шаблоны проектирования. Предлагаете обдуманные и аргументированные решения и реализуете их с минимумом багов (или вообще без них)! Планируете свое решение, прежде чем написать первую строчку кода. Умеете тестировать свой собственный и чужой код (unit tests, integration tests, manual tests). Понимаете, что такое сложность алгоритмов по O-нотации. Плюсом будет: Django &amp; Django Rest Framework. Оптимизация и профилирование Python кода. Профилирование SQL / NoSQL запросов (explain - ваш лучший друг!). Опыт работы с Vue (or React/Angular). Хорошее понимание Frontend технологий: CSS3 / HTML / JavaScript / Webpack. Опыт или интерес к работе с другими языками (Scala, Go, C). Интерес к проектированию API / DB / Mobile apps. Опыт работы и реализации real-time сервисов и приложений. Опыт работы с Hadoop / HBase / Storm / Kafka / Spark / MapReduce. TDD. Умение общаться с другими разработчиками и анализировать собственные предлагаемые варианты решения (и идеи) с точки зрения ROI (Return on Investment) - большой плюс! Какие задачи решать: Создание API, Backend для мобильных, веб- и IoT- приложений. Event stream processing (Kafka / Storm / Spark) и аналитика в реальном времени. Разработка новых приложений и проектов. Работа с проектами, которые уже живут в production и где растет количество пользователей, трафик, базы данных и нагрузка на инфраструктуру. С чем работать: Python3 / Django / Django Rest Framework. PostgreSQL / MongoDB / DynamoDB / Redis / RabbitMQ. Apache Kafka / Storm / Spark, Map/Reduce. Amazon AWS (EC2, SQS, SNS, ELB, ECS, RDS, S3, DynamoDB). Google Cloud. Unit tests. Docker. Git / Linters / Jenkins / Upsource. JavaScript apps (Vue.js). Linux preferred (Mac is fine as well. No Windows :). Мы ценим: Как красивый код, так и минимум кода. Понятный код, который покрыт тестами и содержит детальные комментарии. Разработчиков, увеличивающих объем знаний и опыт команды. Тех, кто не боится ответственности и работает на результат. Разработчиков, не требующих микроменеджмента и постоянного мониторинга. Людей, которые сказали, что все будет сделано в среду, и финишировали во вторник. Документацию, которая обновляется (и тех, кто над ней работает). Чувство юмора ) Мы предлагаем: Официальное трудоустройство и “белую” заработную плату. Лояльный график работы: гибкое начало и окончание дня, возможность работать удаленно по пятницам. Офис в центре города в шаговой доступности от метро и с доступом к любому виду транспорта (бизнес-центр ЦМТЕ). Ежегодное Performance Review. Прозрачные процессы в компании и гибкий менеджмент. Работу над международными проектами в разных сферах. Занятия английским языком за счет компании. Частичную компенсацию спорта (фитнес, бассейн, волейбол, танцы и пр.). Команду, которая всегда готова поддержать, объяснить непонятное и просто пообщаться. Спортивные тимбилдинги и корпоративные мероприятия. Традиционную пиццу в офисе по четвергам (наша традиция :) ) Зону отдыха с кикером и Playstation 4.",Без требований,Без обязанностей,Без условий,Python|Django Rest Framework|Django,0.16666666666666666,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
307,307,python,Краснодар,70000.0,110000.0,"МАГНИТ, Розничная сеть",2019-10-09T14:36:05+0300,От 1 года до 3 лет,Полный день,Полная занятость,"О нас : Магнит - крупнейшая розничная сеть в России, с более чем 20тилетней историей Наш Центральный офис расположен в Краснодаре. 250 солнечных дней в году, близость моря и гор, развитая инфраструктура, высокая бизнес-активность – причины, по которым Краснодар неоднократно признавался лучшим городом для жизни в России. Мы предлагаем: Трудоустройство по ТК РФ, конкурентоспособную, полностью &quot;белую&quot; заработную плату, а также гарантируем её своевременную выплату. Заработная плата складывается из: оклада и премии. График работы с 08:00 до 17:00, 5-дневная рабочая неделя. Мы вкладываем ресурсы в развитие, поэтому у нас организовано корпоративное обучение, и есть реальная возможность профессионального и карьерного роста в Компании. Карту лояльности Магнит - Дисконт, которая дает широкие возможности получения скидок в компаниях партнеров по различным направлениям. Ключевые обязанности : Разработка клиентов приема-передачи данных на основе языка Python; Разработка клиентской части сервисов и приложений; Разработка среднего слоя приложений на языке Python; Поддержка, интеграция, оптимизация существующих приложений и сервисов; Ожидания от кандидатов : Опыт разработки от 0,5 года; Уверенное знание и опыт применения Python (Django, Flask и пр.); Хорошее знание JavaScript, HTML, CSS; Знание SQL; Опыт работы с MS SQL ; Ответственность, внимательность, способность работать в команде, способность работать под давлением времени, стремление к профессиональному развитию. Мы стремимся создавать лучшие условия для работы и отдыха, поэтому наше рабочее пространство включает: Оснащенные всем необходимым рабочие места (опен-спейс, опен-спейс с целевой дислокацией, персональные кабинеты для руководителей). Комфортные переговорные комнаты и несколько модернизированных конференц-залов. 2 бесплатных спортзала на территории офиса (кардио- и силовые тренажеры, залы для групповых занятий – пилатес, йога, танцы, кросс-фит, степ-аэробика, единборства). Удобную бесплатную общую автостоянку. Большую закрытую велопарковку. Открытую площадку с зоной воркаута, футбольное поле и два многофункциональных (теннис/баскетбол/волейбол). Просторную современную столовую, где наши повара с заботой о Вас, готовят вкусные завтраки/обеды и ужины. Для тех, кто предпочитает питаться домашней едой, имеются оборудованные кофе-комнаты в каждом корпусе. На прилегающей к офису территории, на свежем воздухе находятся 2 стильные Кофе-Лавки. Здесь Вы сможете насладиться свежесваренным зерновым кофе и провести обеденный перерыв в чудесной парковой зоне Компании. Мы искренне заботимся о здоровье наших сотрудников, поэтому у нас есть корпоративные медицинские кабинеты. Любой работник ГК может бесплатно получить там специализированную доврачебную помощь или консультацию по состоянию здоровья, принять участие в профилактических мероприятиях, а при необходимости — сделать укол, назначенный лечащим врачом.",Без требований,Без обязанностей,Без условий,Python|JavaScript|ООП|SQL,0.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
366,366,python,Краснодар,70000.0,110000.0,Технологии в образовании,2019-10-20T13:47:10+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"SkillFactory - быстрорастущая компания в области EdTech. Мы растем на 300% в год. В настоящий момент мы обучаем 500 аналитиков и Data Scientist&#39;ов ежемесячно, включая Яндекс, Сбербанк, Mail.ru Group, Alfabank и многие другие компании. Сейчас мы ищем человека, который сможет подхватить поддержку текущей разработанной отчетности. Вакансия подразумевает удалённую работу . Т.е. можно работать откуда угодно, общение происходит через Skype, чаты и трекер задач. Основные задачи: 1. Поддержка текущей разработанной отчетности; 2. Реагирование на заявки пользователей о некорректности данных в отчетах/дашбордах и устранение причин ошибок; 3. Мониторинг процессов загрузки данных в хранилище; 4. Разработка инструментов сбора и хранения данных; 5. Разработка новых отчетов. Что важно: 1. SQL (MySQL, Postgre) – на уровне: SELECT, INSERT, UPDATE, CREATE TABLE; 2. Python – уметь писать скрипты, отправить и распарсить ответ от стороннего API, положить данные в базу данных; 3. Основы UNIX (поставить задачу в крон, развернуть докер и тд); 4. Понимать, что такое ETL; 5. Основы GIT; 6. Аналитический склад ума, cамостоятельность, внимательность, ответственность, желание учиться новому. Условия: • Работа в крутейшей школе Data Science • Полностью удаленная работа • Сильная команда профессионалов и возможность развиваться",Без требований,Без обязанностей, • Работа в крутейшей школе Data Science • Полностью удаленная работа • Сильная команда профессионалов и возможность развиваться,PostgreSQL|Python|Unix|MySQL,0.03333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
360,360,python,Краснодар,80000.0,100000.0,МедРейтинг,2019-10-21T13:19:11+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Наша компания владеет крупнейшим медицинский сайтом prodoctorov. В данный момент для разработки внутренних и внешних сервисов мы ищем Backend-разработчика с отличным знанием Python и хорошим знанием одного из Python-фрейворков. Точная З/П определяется по результатам собеседования. Prodoctorov - более 11 500 000 посетителей в месяц; ProTabletky - более 1 500 000 посетителей в месяц; Наша компания это: молодой и целеустремленный коллектив единомышленников; полная социальная защищенность и официальное оформление; комфортное и отлично оборудованное рабочее место в офисе класса А с панорамным видом на город; чай, кофе и плюшки за счет компании; и, конечно же, возможность внести свой вклад в развитие социально значимого проекта. Удаленный формат работы не предполагается!!! Требования : Отличное знание Python3. Высшее (или неоконченное высшее) техническое образование, желательно - программирование. Знание одного из фреймворков Python (Django, Flask). Базовое владение HTML, CSS, JavaScript. В компании есть отдельные FrontEnd разработчки, но желательно уметь читать их код. Знание SQL (group by, left join) Опыт работы с Git (GitLab) Базовые знания Debian. Знание профильного английского языка. Мы предлагаем: официальное оформление и полный социальный пакет; достойную и стабильную &quot;белую&quot; оплату труда с реальной перспективой роста (пересмотр заработной платы каждые 6 месяцев); возможность работы неполный день с гибким графиком; при работе на полный день график 5/2 с 8-00 до 17-00; удобное местоположение офиса в центре города (недалеко от вузов); зону отдыха со столовой, корпоративной библиотекой и Smart TV; вечера настольных игр; корпоративные игры в волейбол и йога; возможность внести свой вклад в развитие проекта, которым пользуются миллионы пользователей.",Без требований,Без обязанностей,Без условий,Веб-программирование|Python|JavaScript|PostgreSQL|Django Framework|Git|Debian,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
459,459,python,Краснодар,80000.0,140000.0,Кубэкс Рус,2019-09-23T16:19:28+0300,Нет опыта,Полный день,Полная занятость,"Мы разрабатываем приложение для крупных компаний, которые участвуют в выставках по всему миру. Мы IT стартап с инвестициями, работаем на рынок Европы (отдел продаж там). За последние несколько месяцев мы запустили продажи и выпустили первую версию приложения. Ты нужен нам, если у тебя есть опыт работы в стартапах или желание и понимание специфики работы с высоким уровнем неопределенности в продукте. Как мы работаем: - Ежедневные митинги на 15 минут с обсуждением задач на день. - Все задачи в Jira - Обсуждение задач напрямую с Product Owner Чего мы ждем от команды: - Честности - Открытости - Способности попросить помощи и помогать Условия : Мы открыты к диалогу, все запросы можно и нужно обсуждать. Бонусы Гибкий график Чай-кофе-печеньки в офисе Навыки, которые будут плюсом: Typescript HTML SASS Angular",Без требований,Без обязанностей,Без условий,Python|MongoDB|Flask,0.9333333333333332,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
971,971,python,Екатеринбург,82500.0,110000.0,СкайДНС,2019-10-21T10:08:30+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания SkyDNS приглашает на работу Python разработчика для управления командой разработчиков и активного улучшения крупного проекта компании. SkyDNS - ведущий российский разработчик и поставщик систем контент-фильтрации для операторов связи, органов власти, корпоративных клиентов и учебных заведений. Продукты и услуги компании успешно продаются на территории России, стран СНГ, США, Великобритании и других стран. Обязанности: Руководство командой разработчиков, занимающимися сайтом и кабинетом пользователя; Планирование, декомпозиция и распределение поставленных задач в команде; Планирование релизов; Контроль стандартов разработки; На сегодня основными направлениями развития сервиса является переход на микросервисную архитектуру и последовательный рефакторинг бизнес логики. Технические требования: Знание *nix-систем; Middle/Senior Python; Опыт использования Django и Django CMS; Понимание промышленного цикла разработки ПО; Опыт в осуществлении контроля качества кода; Дебианизация, докеризация; Jira, Git Issues, либо другой таск трекер; Опыт построения REST API. Условия: Удобный офис в Пионерском районе (на Кулибина недалеко от ТЦ Современник); Возможность посещать мероприятия для профессионального развития; Большой и дружный коллектив; Возможность обучения английскому языку; Наличие обширной и пополняемой профессиональной библиотеки.",Без требований,Без обязанностей, Удобный офис в Пионерском районе (на Кулибина недалеко от ТЦ Современник); Возможность посещать мероприятия для профессионального развития; Большой и дружный коллектив; Возможность обучения английскому языку; Наличие обширной и пополняемой профессиональной библиотеки.,Python|Django Framework|Nginx,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
902,902,python,Екатеринбург,82500.0,110000.0,IT-People.ru,2019-10-21T14:31:08+0300,От 3 до 6 лет,Полный день,Полная занятость,"Наш клиент - системный интегратор в сфере информационной безопасности. За 12 лет работы компания успешно выполнила более 1000 проектов. Помимо инженерных решений, в компании есть направление собственной продуктовой разработки. Ребята уже реализовали несколько проектов, один из которых программно-аппаратный комплекс для мониторинга состояния безопасности автоматизированных систем. По-другому, это антивирус для крупных промышленных предприятий. Продукт находится в релизе, сейчас стадия активных продаж, доработки и развития системы. Команда состоит из 8 человек. Это руководитель проекта, ТимЛид, несколько разработчиков на бекенде, тестировщик, аналитик. Поддерживает проект большая группа сопровождения. Успешный старт продаж показал, что у продукта огромные перспективы. Поэтому для усиления команды открыта вакансия Python-разработчик уровня Middle/Senior. Задач на проекте много, самых разнообразных: проектирование архитектуры, разработка сервисов, оптимизация, разработка новой функциональности. Специфика продукта такова, что это минимум фронтенда, максимум инженерных задач. Стек технологий: Python 3.7, часть микросервисов написана на Flask, часть с использованием python asyncio, 1 сервис на Go. БД — MySQL. Elasticsearch, Kibana, RabbitMQ, REST API. На фронте Angular 7. CI: Jenkins + Docker. От вас: красивый код, желание полностью погрузиться в проект, максимум ответственности и самостоятельности в принятии решений. Есть все возможности влиять на архитектуру проекта, быть идейным вдохновителем в построении принципов программирования в команде. От компании: конкурентный уровень дохода, обсуждается индивидуально и зависит от уровня технических знаний кандидата; оборудование рабочего места с учетом ваших пожеланий; профильное обучение за счет компании; корпоративный спорт (бассейн, баскетбол, фитнес, скалодром); компенсация ДМС; комфортный офис около парка Маяковского, всегда в наличии чай, кофе, вкусняшки; классная и сильная команда, большое количество действительно интересных корпоративных мероприятий; официальное трудоустройство в соответствии с требованиями ТК РФ.",Без требований,Без обязанностей,Без условий,Python,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
